src_id,dst_id,score
GENE_SYMBOL:H3C15,REACTOME:Generic Transcription Pathway,0.999149373510344
GENE_SYMBOL:PPP2R5A,REACTOME:Interferon Signaling,0.9991466690489575
GENE_SYMBOL:ZNF135,REACTOME:Generic Transcription Pathway,0.9991318717359654
GENE_SYMBOL:IRF4,REACTOME:Immune System,0.9991120272420156
GENE_SYMBOL:PAG1,REACTOME:Signaling by Receptor Tyrosine Kinases,0.9991078315762615
GENE_SYMBOL:DLG5,REACTOME:RND1 GTPase cycle,0.9990974317908005
GENE_SYMBOL:CXCL10,REACTOME:Cytokine Signaling in Immune system,0.9990973222728559
GENE_SYMBOL:FGF16,REACTOME:SHC-mediated cascade:FGFR4,0.9990905167794232
GENE_SYMBOL:DYNC1LI1,REACTOME:Cellular responses to stimuli,0.9990703315734565
GENE_SYMBOL:RIR1,REACTOME:Microbial modulation of RIPK1-mediated regulated necrosis,0.9990646741450544
GENE_SYMBOL:PAK2,REACTOME:Adaptive Immune System,0.9990478173508122
GENE_SYMBOL:BANP,REACTOME:Transcriptional Regulation by TP53,0.9990442332375616
GENE_SYMBOL:FPR1,REACTOME:Peptide ligand-binding receptors,0.9990428324173416
GENE_SYMBOL:POLE3,REACTOME:Homology Directed Repair,0.9990385904630492
GENE_SYMBOL:GATAD2B,REACTOME:Transcriptional regulation of brown and beige adipocyte differentiation by EBF2,0.999031709555728
GENE_SYMBOL:NFKB1,REACTOME:Toll-like Receptor Cascades,0.9990295285345777
GENE_SYMBOL:PTBP1,REACTOME:Signaling by FGFR2,0.9990293270093339
GENE_SYMBOL:HADH,REACTOME:Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA,0.9990224956033213
GENE_SYMBOL:POU4F1,REACTOME:Regulation of TP53 Activity,0.9990215121616326
GENE_SYMBOL:PSMD14,REACTOME:Autodegradation of Cdh1 by Cdh1:APC/C,0.9990095823311282
GENE_SYMBOL:WNT2B,REACTOME:Signaling by GPCR,0.9990067872609827
GENE_SYMBOL:TANK,REACTOME:Innate Immune System,0.9989913982108404
GENE_SYMBOL:AHCYL1,REACTOME:Cardiac conduction,0.998985335323722
GENE_SYMBOL:H2BC11,REACTOME:Signaling by NOTCH,0.9989796802745291
GENE_SYMBOL:COPRS,REACTOME:Chromatin organization,0.9989794398221565
GENE_SYMBOL:KANSL3,REACTOME:HATs acetylate histones,0.9989779013512656
GENE_SYMBOL:HBEGF,REACTOME:Signaling by EGFR in Cancer,0.9989662594531357
GENE_SYMBOL:ATG12,REACTOME:Selective autophagy,0.998955311213913
GENE_SYMBOL:CACNG4,REACTOME:Presynaptic depolarization and calcium channel opening,0.9989529727764384
GENE_SYMBOL:CDC27,REACTOME:Cellular responses to stress,0.9989520210154135
GENE_SYMBOL:GRB2,REACTOME:IGF1R signaling cascade,0.9989512982428896
GENE_SYMBOL:IRAK2,REACTOME:MyD88 cascade initiated on plasma membrane,0.9989386210045333
GENE_SYMBOL:PSMA4,REACTOME:Axon guidance,0.9989344635857608
GENE_SYMBOL:PPP1R12B,REACTOME:Regulation of PLK1 Activity at G2/M Transition,0.9989264000681249
GENE_SYMBOL:COQ4,REACTOME:Metabolism of vitamins and cofactors,0.9989180730724214
GENE_SYMBOL:MCF2,REACTOME:CDC42 GTPase cycle,0.9989160099157051
GENE_SYMBOL:POLR1C,REACTOME:RNA Polymerase III Chain Elongation,0.9989134788909388
GENE_SYMBOL:TNFRSF10B,REACTOME:Dimerization of procaspase-8,0.9989117143908335
GENE_SYMBOL:RAB13,REACTOME:Rab regulation of trafficking,0.9989078910571724
GENE_SYMBOL:SERPINH1,REACTOME:HSF1 activation,0.9989052774467926
GENE_SYMBOL:CYP19A1,REACTOME:Biological oxidations,0.998904746946568
GENE_SYMBOL:TIAM1,REACTOME:Axon guidance,0.9989037076201223
GENE_SYMBOL:MYO6,REACTOME:Gap junction trafficking,0.9989034253365102
GENE_SYMBOL:PTGS1,REACTOME:Biological oxidations,0.9989005944193173
GENE_SYMBOL:SH3RF1,REACTOME:Adaptive Immune System,0.9988946405608675
GENE_SYMBOL:CFLAR,REACTOME:CASP8 activity is inhibited,0.9988920844368939
GENE_SYMBOL:TUBA1A,REACTOME:COPI-independent Golgi-to-ER retrograde traffic,0.9988820835755664
GENE_SYMBOL:rpoC,REACTOME:Disease,0.9988813397432945
GENE_SYMBOL:WAS,REACTOME:Fcgamma receptor (FCGR) dependent phagocytosis,0.9988624197354304
GENE_SYMBOL:GPR150,REACTOME:GPCR downstream signalling,0.9988465697224129
GENE_SYMBOL:PSMC3,REACTOME:Switching of origins to a post-replicative state,0.9988391843398559
GENE_SYMBOL:ADRM1,REACTOME:APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,0.9988388320500842
GENE_SYMBOL:CDK2,"REACTOME:Cell Cycle, Mitotic",0.9988355771936022
GENE_SYMBOL:XIAP,REACTOME:Formation of apoptosome,0.9988324544428869
GENE_SYMBOL:PIK3R1,REACTOME:Downstream signaling of activated FGFR2,0.9988130670362365
GENE_SYMBOL:DPAGT1,REACTOME:Asparagine N-linked glycosylation,0.9987868186297815
GENE_SYMBOL:MTA3,REACTOME:PIP3 activates AKT signaling,0.9987858447126053
GENE_SYMBOL:RAMP3,REACTOME:Signal Transduction,0.9987810930677767
GENE_SYMBOL:SORD,REACTOME:Metabolism of carbohydrates and carbohydrate derivatives,0.9987575061486061
GENE_SYMBOL:POLR2L,REACTOME:Gap-filling DNA repair synthesis and ligation in TC-NER,0.9987547244871988
GENE_SYMBOL:MT-CYB,REACTOME:tRNA processing,0.9987461173044498
GENE_SYMBOL:IGLV10-54,REACTOME:Regulation of actin dynamics for phagocytic cup formation,0.9987401753090994
GENE_SYMBOL:UBC,REACTOME:Regulation of TNFR1 signaling,0.9987323170738803
GENE_SYMBOL:CASP3,REACTOME:NADE modulates death signalling,0.9987203785109007
GENE_SYMBOL:ICAM1,REACTOME:Interleukin-4 and Interleukin-13 signaling,0.9987096117578937
GENE_SYMBOL:H2AC6,REACTOME:RHO GTPases activate PKNs,0.9987057850728697
GENE_SYMBOL:MZT2A,REACTOME:Mitotic G2-G2/M phases,0.9987043940609209
GENE_SYMBOL:NCKAP1,REACTOME:Immune System,0.9987039343790345
GENE_SYMBOL:RNF213,REACTOME:Disease,0.9986965381293547
GENE_SYMBOL:PPIL4,REACTOME:mRNA Splicing,0.9986946180464784
GENE_SYMBOL:H2AC14,REACTOME:Diseases of programmed cell death,0.9986917754525625
GENE_SYMBOL:H2BC3,REACTOME:Cell Cycle Checkpoints,0.9986848808136655
GENE_SYMBOL:RPL8,REACTOME:Axon guidance,0.99867968273028
